user_id,personality_type,turn,agent_type,speaker,emotion_label,text,pleasure,arousal,dominance,scenario,switch_triggered
ENFP_0,ENFP,0,AI,user,neutral,嗨！我对你们的产品有点小意见，能聊聊吗？希望我们能愉快地解决这个问题！,0.5434477744876424,0.9009928824184948,0.4552872783267248,投诉处理,False
ENFP_0,ENFP,0,AI,agent,embarrassment,尊敬的客户您好！非常感谢您以如此积极的态度与我们沟通。我们非常重视您的反馈，请您详细说明遇到的问题，我们将全力为您提供专业解决方案。期待与您共同探讨改进建议！,0.4755956829491032,0.512668431307608,0.45638325237392335,投诉处理,False
ENFP_0,ENFP,1,AI,user,neutral,关于投诉处理我有疑问,0.5045354403261665,1.0,0.4457037875593032,投诉处理,False
ENFP_0,ENFP,1,AI,agent,relief,感谢您的认可！我们非常重视您反馈的问题。您富有创意的表达让我们更清楚地了解了情况。请放心，我们会立即为您核查处理，并尽快给您一个满意的解决方案。,0.4755956829491032,0.512668431307608,0.45638325237392335,投诉处理,False
ENFP_0,ENFP,2,AI,user,neutral,请帮我处理投诉处理相关事宜,0.4885522158162411,0.9921193575783216,0.49777111775592,投诉处理,False
ENFP_0,ENFP,2,AI,agent,neutral,感谢您的认可与信任！我们非常重视您的反馈，正在全力跟进处理。您的创意和热情也让我们备受鼓舞，会尽快给您一个满意的答复。如有任何其他需求，欢迎随时告知。,0.4755956829491032,0.512668431307608,0.45638325237392335,投诉处理,False
ENFP_0,ENFP,3,AI,user,pride,太棒啦！你们的专业态度让我超感动！期待看到你们的完美解决方案，相信你们一定能做到最好！,0.4141882181846814,1.0,0.5060500415099274,投诉处理,False
ENFP_0,ENFP,3,AI,agent,confusion,感谢您对我们服务的认可！您的热情和信任让我们倍感鼓舞。我们将继续保持专业态度，全力以赴为您提供满意的解决方案。请您放心，我们会尽快跟进处理您的诉求。,0.4755956829491032,0.512668431307608,0.45638325237392335,投诉处理,False
ENFP_0,ENFP,4,AI,user,pride,我想咨询投诉处理的问题,0.5448741950809928,1.0,0.5552936835168137,投诉处理,False
ENFP_0,ENFP,4,AI,agent,confidence,感谢您的认可与信任！您的热情反馈让我们备受鼓舞。我们将继续保持专业水准，为您提供最优质的解决方案。目前处理进度已更新至XX阶段，预计将在XX时间内完成。,0.4755956829491032,0.512668431307608,0.45638325237392335,投诉处理,False
ENFP_0,ENFP,5,AI,user,determination,太棒啦！你们的专业态度让我超有信心！我会继续积极配合，期待尽快看到圆满的解决方案哦！,0.5765803563868406,0.9834045946719596,0.5561619613597075,投诉处理,False
ENFP_0,ENFP,5,AI,agent,frustration,非常感谢您的认可与配合！您的积极态度让我们备受鼓舞。我们将继续保持专业高效的工作状态，全力推进问题解决进程，确保给您一个满意的答复。期待与您继续保持良好沟通！,0.4755956829491032,0.512668431307608,0.45638325237392335,投诉处理,False
ENFP_0,ENFP,6,AI,user,pride,我想咨询投诉处理的问题,0.505791903218691,0.919588502083966,0.5053639691517655,投诉处理,False
ENFP_0,ENFP,6,AI,agent,grief,感谢您对我们服务的认可！您的热情和信任让我们备受鼓舞。我们将继续保持专业态度，全力推进问题解决流程，确保为您提供满意的解决方案。期待很快能给您带来好消息！,0.4755956829491032,0.512668431307608,0.45638325237392335,投诉处理,False
ENFP_0,ENFP,7,AI,user,pride,关于投诉处理我有疑问,0.5147322749354638,0.96820237672655,0.5728822757502047,投诉处理,False
ENFP_0,ENFP,7,AI,agent,admiration,感谢您对我们服务的认可！您的热情反馈让我们备受鼓舞。我们将继续保持专业态度，全力为您推进解决方案，确保给您一个满意的答复。期待继续为您提供优质服务！,0.4755956829491032,0.512668431307608,0.45638325237392335,投诉处理,False
ENFP_0,ENFP,8,AI,user,confidence,请帮我处理投诉处理相关事宜,0.5015447086879047,1.0,0.5965060611737372,投诉处理,False
